GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AUUDE001,AUUDE002,AUUDE003,NAME_M,AUUDM001,AUUDM002,AUUDM003
"G48000500009021","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"000902","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480050009021",,,"480050009021","Block Group 1, Census Tract 9.02, Angelina County, Texas",710,598,112,"Block Group 1, Census Tract 9.02, Angelina County, Texas",160,173,93
"G48000500009022","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"000902","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480050009022",,,"480050009022","Block Group 2, Census Tract 9.02, Angelina County, Texas",1155,1015,140,"Block Group 2, Census Tract 9.02, Angelina County, Texas",256,237,112
"G48000500009023","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"000902","3",,,,,,,,,,,,,,,,,,,,,,"1500000US480050009023",,,"480050009023","Block Group 3, Census Tract 9.02, Angelina County, Texas",451,451,0,"Block Group 3, Census Tract 9.02, Angelina County, Texas",126,126,15
"G48000500009031","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"000903","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480050009031",,,"480050009031","Block Group 1, Census Tract 9.03, Angelina County, Texas",884,802,82,"Block Group 1, Census Tract 9.03, Angelina County, Texas",154,164,74
"G48000500009032","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"000903","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480050009032",,,"480050009032","Block Group 2, Census Tract 9.03, Angelina County, Texas",588,482,106,"Block Group 2, Census Tract 9.03, Angelina County, Texas",198,177,118
"G48000500009041","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"000904","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480050009041",,,"480050009041","Block Group 1, Census Tract 9.04, Angelina County, Texas",677,641,36,"Block Group 1, Census Tract 9.04, Angelina County, Texas",152,152,58
"G48000500009042","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"000904","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480050009042",,,"480050009042","Block Group 2, Census Tract 9.04, Angelina County, Texas",681,580,101,"Block Group 2, Census Tract 9.04, Angelina County, Texas",204,166,113
"G48000500010011","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001001","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480050010011",,,"480050010011","Block Group 1, Census Tract 10.01, Angelina County, Texas",568,470,98,"Block Group 1, Census Tract 10.01, Angelina County, Texas",148,159,98
"G48000500010012","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001001","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480050010012",,,"480050010012","Block Group 2, Census Tract 10.01, Angelina County, Texas",322,294,28,"Block Group 2, Census Tract 10.01, Angelina County, Texas",121,116,32
"G48000500010013","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001001","3",,,,,,,,,,,,,,,,,,,,,,"1500000US480050010013",,,"480050010013","Block Group 3, Census Tract 10.01, Angelina County, Texas",214,214,0,"Block Group 3, Census Tract 10.01, Angelina County, Texas",79,79,15
"G48000500010014","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001001","4",,,,,,,,,,,,,,,,,,,,,,"1500000US480050010014",,,"480050010014","Block Group 4, Census Tract 10.01, Angelina County, Texas",440,390,50,"Block Group 4, Census Tract 10.01, Angelina County, Texas",120,123,46
"G48000500010021","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001002","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480050010021",,,"480050010021","Block Group 1, Census Tract 10.02, Angelina County, Texas",596,596,0,"Block Group 1, Census Tract 10.02, Angelina County, Texas",152,152,15
"G48000500010022","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001002","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480050010022",,,"480050010022","Block Group 2, Census Tract 10.02, Angelina County, Texas",403,389,14,"Block Group 2, Census Tract 10.02, Angelina County, Texas",138,134,24
"G48000500010023","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001002","3",,,,,,,,,,,,,,,,,,,,,,"1500000US480050010023",,,"480050010023","Block Group 3, Census Tract 10.02, Angelina County, Texas",734,562,172,"Block Group 3, Census Tract 10.02, Angelina County, Texas",133,106,99
"G48000500011011","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001101","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480050011011",,,"480050011011","Block Group 1, Census Tract 11.01, Angelina County, Texas",581,551,30,"Block Group 1, Census Tract 11.01, Angelina County, Texas",164,161,49
"G48000500011012","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001101","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480050011012",,,"480050011012","Block Group 2, Census Tract 11.01, Angelina County, Texas",936,825,111,"Block Group 2, Census Tract 11.01, Angelina County, Texas",212,195,83
"G48000500011021","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001102","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480050011021",,,"480050011021","Block Group 1, Census Tract 11.02, Angelina County, Texas",380,300,80,"Block Group 1, Census Tract 11.02, Angelina County, Texas",132,112,82
"G48000500011022","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001102","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480050011022",,,"480050011022","Block Group 2, Census Tract 11.02, Angelina County, Texas",537,499,38,"Block Group 2, Census Tract 11.02, Angelina County, Texas",164,130,55
"G48000500011023","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001102","3",,,,,,,,,,,,,,,,,,,,,,"1500000US480050011023",,,"480050011023","Block Group 3, Census Tract 11.02, Angelina County, Texas",515,423,92,"Block Group 3, Census Tract 11.02, Angelina County, Texas",207,197,92
"G48000500012001","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001200","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480050012001",,,"480050012001","Block Group 1, Census Tract 12, Angelina County, Texas",227,84,143,"Block Group 1, Census Tract 12, Angelina County, Texas",133,33,131
"G48000500012002","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001200","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480050012002",,,"480050012002","Block Group 2, Census Tract 12, Angelina County, Texas",428,312,116,"Block Group 2, Census Tract 12, Angelina County, Texas",122,103,72
"G48000500012003","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001200","3",,,,,,,,,,,,,,,,,,,,,,"1500000US480050012003",,,"480050012003","Block Group 3, Census Tract 12, Angelina County, Texas",313,251,62,"Block Group 3, Census Tract 12, Angelina County, Texas",144,141,60
"G48000500012004","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001200","4",,,,,,,,,,,,,,,,,,,,,,"1500000US480050012004",,,"480050012004","Block Group 4, Census Tract 12, Angelina County, Texas",501,238,263,"Block Group 4, Census Tract 12, Angelina County, Texas",134,81,101
"G48000500012005","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001200","5",,,,,,,,,,,,,,,,,,,,,,"1500000US480050012005",,,"480050012005","Block Group 5, Census Tract 12, Angelina County, Texas",475,194,281,"Block Group 5, Census Tract 12, Angelina County, Texas",126,86,90
"G48000500013001","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001300","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480050013001",,,"480050013001","Block Group 1, Census Tract 13, Angelina County, Texas",296,167,129,"Block Group 1, Census Tract 13, Angelina County, Texas",123,73,113
"G48000500013002","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001300","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480050013002",,,"480050013002","Block Group 2, Census Tract 13, Angelina County, Texas",1258,1127,131,"Block Group 2, Census Tract 13, Angelina County, Texas",338,332,101
"G48000500013003","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001300","3",,,,,,,,,,,,,,,,,,,,,,"1500000US480050013003",,,"480050013003","Block Group 3, Census Tract 13, Angelina County, Texas",184,184,0,"Block Group 3, Census Tract 13, Angelina County, Texas",113,113,15
"G48000500013004","2020-2024","TX",,,"Texas","48","Angelina County","005",,,"001300","4",,,,,,,,,,,,,,,,,,,,,,"1500000US480050013004",,,"480050013004","Block Group 4, Census Tract 13, Angelina County, Texas",958,597,361,"Block Group 4, Census Tract 13, Angelina County, Texas",271,237,172
"G48000709501011","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950101","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480079501011",,,"480079501011","Block Group 1, Census Tract 9501.01, Aransas County, Texas",615,478,137,"Block Group 1, Census Tract 9501.01, Aransas County, Texas",173,163,116
"G48000709501012","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950101","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480079501012",,,"480079501012","Block Group 2, Census Tract 9501.01, Aransas County, Texas",612,390,222,"Block Group 2, Census Tract 9501.01, Aransas County, Texas",206,155,157
"G48000709501021","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950102","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480079501021",,,"480079501021","Block Group 1, Census Tract 9501.02, Aransas County, Texas",592,589,3,"Block Group 1, Census Tract 9501.02, Aransas County, Texas",195,194,5
"G48000709501022","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950102","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480079501022",,,"480079501022","Block Group 2, Census Tract 9501.02, Aransas County, Texas",672,596,76,"Block Group 2, Census Tract 9501.02, Aransas County, Texas",183,187,61
"G48000709501023","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950102","3",,,,,,,,,,,,,,,,,,,,,,"1500000US480079501023",,,"480079501023","Block Group 3, Census Tract 9501.02, Aransas County, Texas",997,437,560,"Block Group 3, Census Tract 9501.02, Aransas County, Texas",271,124,259
"G48000709501031","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950103","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480079501031",,,"480079501031","Block Group 1, Census Tract 9501.03, Aransas County, Texas",168,143,25,"Block Group 1, Census Tract 9501.03, Aransas County, Texas",76,57,42
"G48000709501032","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950103","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480079501032",,,"480079501032","Block Group 2, Census Tract 9501.03, Aransas County, Texas",651,480,171,"Block Group 2, Census Tract 9501.03, Aransas County, Texas",162,153,112
"G48000709502001","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950200","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480079502001",,,"480079502001","Block Group 1, Census Tract 9502, Aransas County, Texas",554,364,190,"Block Group 1, Census Tract 9502, Aransas County, Texas",149,128,77
"G48000709502002","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950200","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480079502002",,,"480079502002","Block Group 2, Census Tract 9502, Aransas County, Texas",746,194,552,"Block Group 2, Census Tract 9502, Aransas County, Texas",128,66,108
"G48000709503011","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950301","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480079503011",,,"480079503011","Block Group 1, Census Tract 9503.01, Aransas County, Texas",745,696,49,"Block Group 1, Census Tract 9503.01, Aransas County, Texas",252,244,51
"G48000709503012","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950301","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480079503012",,,"480079503012","Block Group 2, Census Tract 9503.01, Aransas County, Texas",1144,1018,126,"Block Group 2, Census Tract 9503.01, Aransas County, Texas",257,228,120
"G48000709503013","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950301","3",,,,,,,,,,,,,,,,,,,,,,"1500000US480079503013",,,"480079503013","Block Group 3, Census Tract 9503.01, Aransas County, Texas",386,242,144,"Block Group 3, Census Tract 9503.01, Aransas County, Texas",179,121,157
"G48000709503021","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950302","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480079503021",,,"480079503021","Block Group 1, Census Tract 9503.02, Aransas County, Texas",544,474,70,"Block Group 1, Census Tract 9503.02, Aransas County, Texas",127,121,63
"G48000709503022","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950302","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480079503022",,,"480079503022","Block Group 2, Census Tract 9503.02, Aransas County, Texas",1164,1164,0,"Block Group 2, Census Tract 9503.02, Aransas County, Texas",258,258,15
"G48000709504001","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950400","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480079504001",,,"480079504001","Block Group 1, Census Tract 9504, Aransas County, Texas",429,347,82,"Block Group 1, Census Tract 9504, Aransas County, Texas",119,123,79
"G48000709504002","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950400","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480079504002",,,"480079504002","Block Group 2, Census Tract 9504, Aransas County, Texas",746,596,150,"Block Group 2, Census Tract 9504, Aransas County, Texas",252,210,109
"G48000709504003","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950400","3",,,,,,,,,,,,,,,,,,,,,,"1500000US480079504003",,,"480079504003","Block Group 3, Census Tract 9504, Aransas County, Texas",458,217,241,"Block Group 3, Census Tract 9504, Aransas County, Texas",131,98,115
"G48000709504004","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950400","4",,,,,,,,,,,,,,,,,,,,,,"1500000US480079504004",,,"480079504004","Block Group 4, Census Tract 9504, Aransas County, Texas",516,488,28,"Block Group 4, Census Tract 9504, Aransas County, Texas",235,236,46
"G48000709505011","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950501","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480079505011",,,"480079505011","Block Group 1, Census Tract 9505.01, Aransas County, Texas",558,516,42,"Block Group 1, Census Tract 9505.01, Aransas County, Texas",181,183,69
"G48000709505012","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950501","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480079505012",,,"480079505012","Block Group 2, Census Tract 9505.01, Aransas County, Texas",659,569,90,"Block Group 2, Census Tract 9505.01, Aransas County, Texas",159,147,100
"G48000709505021","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950502","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480079505021",,,"480079505021","Block Group 1, Census Tract 9505.02, Aransas County, Texas",436,423,13,"Block Group 1, Census Tract 9505.02, Aransas County, Texas",158,159,22
"G48000709505022","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950502","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480079505022",,,"480079505022","Block Group 2, Census Tract 9505.02, Aransas County, Texas",918,779,139,"Block Group 2, Census Tract 9505.02, Aransas County, Texas",315,290,80
"G48000709505031","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950503","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480079505031",,,"480079505031","Block Group 1, Census Tract 9505.03, Aransas County, Texas",601,495,106,"Block Group 1, Census Tract 9505.03, Aransas County, Texas",253,210,104
"G48000709505032","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950503","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480079505032",,,"480079505032","Block Group 2, Census Tract 9505.03, Aransas County, Texas",415,361,54,"Block Group 2, Census Tract 9505.03, Aransas County, Texas",194,194,60
"G48000709505033","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"950503","3",,,,,,,,,,,,,,,,,,,,,,"1500000US480079505033",,,"480079505033","Block Group 3, Census Tract 9505.03, Aransas County, Texas",673,422,251,"Block Group 3, Census Tract 9505.03, Aransas County, Texas",220,196,137
"G48000709900000","2020-2024","TX",,,"Texas","48","Aransas County","007",,,"990000","0",,,,,,,,,,,,,,,,,,,,,,"1500000US480079900000",,,"480079900000","Block Group 0, Census Tract 9900, Aransas County, Texas",0,0,0,"Block Group 0, Census Tract 9900, Aransas County, Texas",15,15,15
"G48000900201001","2020-2024","TX",,,"Texas","48","Archer County","009",,,"020100","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480090201001",,,"480090201001","Block Group 1, Census Tract 201, Archer County, Texas",565,556,9,"Block Group 1, Census Tract 201, Archer County, Texas",88,88,14
"G48000900201002","2020-2024","TX",,,"Texas","48","Archer County","009",,,"020100","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480090201002",,,"480090201002","Block Group 2, Census Tract 201, Archer County, Texas",682,609,73,"Block Group 2, Census Tract 201, Archer County, Texas",110,92,64
"G48000900202001","2020-2024","TX",,,"Texas","48","Archer County","009",,,"020200","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480090202001",,,"480090202001","Block Group 1, Census Tract 202, Archer County, Texas",490,375,115,"Block Group 1, Census Tract 202, Archer County, Texas",89,81,52
"G48000900202002","2020-2024","TX",,,"Texas","48","Archer County","009",,,"020200","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480090202002",,,"480090202002","Block Group 2, Census Tract 202, Archer County, Texas",456,390,66,"Block Group 2, Census Tract 202, Archer County, Texas",97,92,37
"G48000900202003","2020-2024","TX",,,"Texas","48","Archer County","009",,,"020200","3",,,,,,,,,,,,,,,,,,,,,,"1500000US480090202003",,,"480090202003","Block Group 3, Census Tract 202, Archer County, Texas",286,268,18,"Block Group 3, Census Tract 202, Archer County, Texas",63,64,21
"G48000900203001","2020-2024","TX",,,"Texas","48","Archer County","009",,,"020300","1",,,,,,,,,,,,,,,,,,,,,,"1500000US480090203001",,,"480090203001","Block Group 1, Census Tract 203, Archer County, Texas",644,598,46,"Block Group 1, Census Tract 203, Archer County, Texas",91,87,27
"G48000900203002","2020-2024","TX",,,"Texas","48","Archer County","009",,,"020300","2",,,,,,,,,,,,,,,,,,,,,,"1500000US480090203002",,,"480090203002","Block Group 2, Census Tract 203, Archer County, Texas",281,219,62,"Block Group 2, Census Tract 203, Archer County, Texas",80,65,40
"G48000900203003","2020-2024","TX",,,"Texas","48","Archer County","009",,,"020300","3",,,,,,,,,,,,,,,,,,,,,,"1500000US480090203003",,,"480090203003","Block Group 3, Census Tract 203, Archer County, Texas",332,277,55,"Block Group 3, Census Tract 203, Archer County, Texas",93,87,32
"G48000900203004","2020-2024","TX",,,"Texas","48","Archer County","009",,,"020300","4",,,,,,,,,,,,,,,,,,,,,,"1500000US480090203004",,,"480090203004","Block Group 4, Census Tract 203, Archer County, Texas",230,176,54,"Block Group 4, Census Tract 203, Archer County, Texas",71,61,39
